标题,来源,发布时间,简介,链接
秦皇岛市积极做好本轮污染天气应对,中国河北,2019年06月03日,"秦皇岛市积极做好本轮污染天气应对2019年06月03日 【字体: 大 中 小】 针对5月31日至6月2日可能出现轻度空气污染过程,我市提前部署,综合采取多项治理措施,...",http://www.hebei.gov.cn/hebei/11937442/10757006/10757152/14643820/index.html
桑拿天气送好礼 国美愿你天黑有灯夏有凉风,腾讯网,2019年06月03日,"不管你愿不愿意,蒸桑拿般的夏天已经正式来临,对于天生怕热的人来说酷暑难熬,还好有国美为你精心准备的纳凉神器,落地扇、循环扇、空调扇应有尽有,总有一款适合你,...",https://xian.qq.com/a/20190603/005297.htm
"热热热,最高39℃!湖北气温一路狂飙!端午天气一言难尽……",荆楚网,2019年06月03日,"、周四)湖北将有一次较明显的降水过程,鄂西南、江汉平原南部、鄂东南和鄂东北中到大雨、局部暴雨,其他地区小到中雨、局部大雨,部分地区伴有雷电大风等强对流天气。...",http://news.cnhubei.com/shehui/p/10817370.html
经历珠峰“大拥堵”和极端天气珠海登山爱好者登顶珠峰,港澳在线,2019年06月03日,"在登顶后继续挑战洛子峰连登过程中,遭遇极端天气,不得不抱憾撤离。返回珠海后,她誓言再战。 文/图:本报记者苏振华 (资料图由葛水琴提供) 经历“鬼门关” 返回...",http://www.gangaonet.com/zhusanjiao/2019/0603/106502.html
北海机场完成天气雷达数据联网共享工作,中国民航网,2019年06月03日,"中国民航网 通讯员李琦 报道:6月1日,北海机场顺利完成天气雷达数据联网共享工作。为尽快完成中南地区天气雷达数据联网共享工作,中南管理局制定了具体实施的时间节点...",http://www.caacnews.com.cn/1/5/201906/t20190603_1274957.html
黑龙江兴凯湖极端天气带来双彩虹风光无限,东方网,2019年06月03日,东方网-东方ic图片频道-精彩组图-人气排行-图说故事-车舞飞扬-网友地盘-秀美风光-时尚美图-科技生活-搞笑贴图-睁大眼睛猜猜猜-花花体坛-海外传真-天下奇观-明星...,http://photo.eastday.com/2018slideshow/20190603_4/index.html
"高温橙色预警,还有强对流天气",凤凰河北站,2019年06月03日,"原标题:来了!高温橙色预警,还有强对流天气继续发布高温橙色预警信号!请防范!根据暖气团的活动状况,下周前半段,河北中南部都将以晴热为主。不过高温区域会逐渐减少...",http://hebei.ifeng.com/a/20190603/7482533_0.shtml
"来了!高温橙色预警,还有强对流天气",中国科技网,2019年06月03日,"以南部邯郸为代表,5号之前,中南部平原都将维持高温天气。 再来关注强对流。未来三天,河北北部强对流天气多发。 6月3日白天,承德东部、唐山东部、秦皇岛阴有雷阵雨...",http://www.wokeji.com/app/chongqing/2019-06/03/content_769998.shtml
"来了!高温橙色预警,还有强对流天气",中国科技网,2019年06月03日,"以南部邯郸为代表,5号之前,中南部平原都将维持高温天气。 再来关注强对流。未来三天,河北北部强对流天气多发。 6月3日白天,承德东部、唐山东部、秦皇岛阴有雷阵雨...",http://www.wokeji.com/app/chongqing/2019-06/03/content_769998.shtml?ivk_sa=1023197a&ivk_sa_s=130826
贵阳本周有两次 强降雨天气过程,人民网贵州站,2019年06月03日,"6月2日,市气象台发布未来一周天气趋势,预计贵阳本周有两次强降雨天气过程(4日～5日、7日～8日),公众需注意防范强降水天气带来的不利影响。贵阳城区具体天气...",http://gz.people.com.cn/n2/2019/0603/c194849-33004478.html
"来了!高温橙色预警,还有强对流天气",河北新闻网,2019年06月03日,"以南部邯郸为代表,5号之前,中南部平原都将维持高温天气。 再来关注强对流。未来三天,河北北部强对流天气多发。 6月3日白天,承德东部、唐山东部、秦皇岛阴有雷阵雨...",http://hebei.hebnews.cn/2019-06/03/content_7411780.htm?spm=0.0.0.0.uB9woU
长春突遭黑色暴雨 两小时下出一个月东北天气怎么了?,川北在线,2019年06月03日,"原标题:长春突遭黑色暴雨 两小时下出一个月东北天气怎么了? 6月2日晚上,吉林长春突遭猛烈暴雨袭击,和暴雨一起来的还有闪电、炸雷、大风和冰雹。吉林和长春的气象...",http://www.guangyuanol.cn/news/shehui/2019/0603/966123.html
如何在雨雾天气中进行低碳呢,中国企业新闻网,2019年06月03日,"随着人们对低碳生活的重视,人们都会在很多的方面进行低碳,其中,在雨雾天气也可以做到非常的低碳生活,那么,如何在雨雾天气中进行低碳呢?让我们一起来详细的了解下有关的",http://ny.chinacenn.com/dtjj/20190603/128266.html
汶川县6月3日未来24小时天气预报,中国汶川,2019年06月03日,"汶川县6月3日未来24小时天气预报  中国·汶川网 http://www.wenchuan.gov.cn/ 发布时间:2019年6月3日 来源:县气象台 威州镇 多云转阴有阵雨,局地中雨。...",http://www.wenchuan.gov.cn/p/st_news_items_i_cf7f348231d64605bc12ee86592c5cc9
天气:气温继续加速攀升 29日最高有望达到34℃,华夏经纬,2019年05月29日,"昨天,津城紫外线强度升级,蓝天、西风、阳光是天气的关键词。气温攀升的速度也远比我们预计的要快,14时,市区户外气温超过了32℃,周三最高气温继续攀升,有望达到34...",http://www.huaxia.com/jtzq/tjxw/2019/05/6122134.html
2019年6月4日深圳天气 有短时阵雨,本地宝,2019年06月04日,"深圳本地宝频道提供2019年6月4日深圳天气 有短时阵雨有关的信息,【今日天气】多云,有短时阵雨;气温26-31℃;南风2-3级;相对湿度75%-95%【深圳市分区雷电预警...",http://sz.bendibao.com/news/201964/816795.htm
5日至6日安徽省有明显降雨过程 淮北地区有高温和雷暴天气,青阳新闻网,2019年06月03日,"6月2日,安徽省基本无降雨,以晴热天气为主。淮河以北最高温度普遍超过30℃,涡阳、界首等地最高温度超过35℃,有利麦收进行。据省气象台预报,3日淮北地区有对流...",http://www.ahqytv.cn/dujia/shenghuo/17603.html
[甘肃新闻]兰州中心气象台发布强对流天气蓝色预警 20190602,央视网,2019年06月02日,[甘肃新闻]兰州中心气象台发布强对流天气蓝色预警 20190602 发布时间:2019年06月02日 20:52 | 来源:央视网 | 手机看新闻 | 手机看视频 ...,http://news.cctv.com/2019/06/02/VIDEUeXXtkptbNT5qN7IMBXc190602.shtml
天气预报,新京报网,2019年05月27日,"今天天气16℃至29℃晴间多云,北风4级(阵风7级左右)转2级左右明天天气晴间多云北转南风2、3级间4级15℃至32℃后天天气晴间多云...",http://www.bjnews.com.cn/feature/2019/05/27/583759.html
天气预报,新京报网,2019年05月26日,"今天天气22℃至24℃中雨,东部大雨(伴有雷电)转阴偏北风2级转4级左右(阵风7级左右)明天天气晴间多云偏北风4、5级(阵风7、8...",http://www.bjnews.com.cn/feature/2019/05/26/583551.html
贵州未来三天天气预报(5月29日),中国天气网,2019年05月29日,转载请注明“来源:中国天气网”。【收藏此页】【打印】 相关新闻焦点图片 高清图集  茂县大型设备全力救援 折多河水暴涨冲毁河堤 实拍日本绝美紫藤隧道安徽遭遇雷雨...,http://www.weather.com.cn/guizhou/qxcp/05/3196442.shtml
5.30江苏天气预报,江苏网络广播电视台,2019年05月29日,"江苏这两天天气相对来说还是比较平静的。今天我省天气晴好,早晨云层较厚,午后在阳光的助力下气温迅速攀升,大部地区达到了28~29℃。 只可惜明天雨水会来凑热闹,受...",http://news.jstv.com/a/20190529/1559128800586.shtml
"要想预知今夏天气如何,且听省气候中心",和讯网,2019年05月29日,"在气候变暖背景下,汛期出现极旱、极涝、极热等极端天气气候事件的概率较大,尤其是受厄尔尼诺事件引发的大气环流异常影响,汛期降水存在较大不确定性。据国家气候中心...",http://shandong.hexun.com/2019-05-29/197348811.html
热҈热҈热҈热҈!端午节、高考天气出炉!南京除了...,澎湃新闻,2019年06月02日,本文原标题:《热҈热҈热҈热҈!端午节、高考天气出炉!南京除了高温还有……》 |都市|品质|生活|分享| 这是一个为你打造的平台 相信你会深深地爱上...,http://www.thepaper.cn/newsDetail_forward_3591115
6月4日天气预报,中国连云港政府门户网,2019年06月04日,"连云港气象台今天(2019年06月04日)06时发布高温报告今天白天到夜里:多云到晴,南风2到3级,明天最低气温:21℃到22℃,今天最高气温:35℃到36℃; 趋势天气: 5...",http://www.lyg.gov.cn/zglygzfmhwz/ggsyl/content/335cfbe2-c5c8-4476-a7d8-f75737402bc9.html
跟20℃天say拜拜 37℃高温即将到货 端午天气…,青岛新闻网,2019年06月02日,"未来一周,青岛以多云天气为主,多分散性阵雨或雷阵雨。最高气温市区及沿海地区22～28℃,内陆地区24～35℃;最低气温市区及沿海地区17～20℃,内陆地区14～21℃。...",http://news.qingdaonews.com/qingdao/2019-06/02/content_20383720.htm
厦门气象台发布暴雨预警Ⅳ级 预计今晚至明日有强对流天气,厦门网,2019年06月02日,"区(内厝镇、新店镇、新圩镇)及厦金海域累积面雨量可达40～60毫米,局部超60毫米(详见附图),降水过程中局地可能伴有6～9级雷雨大风和短时强降水等强对流天气。...",http://news.xmnn.cn/xmnn/2019/06/02/100544936.shtml
"雷阵雨+大风!雷雨连续发货,强对流天气要小心!",河北新闻网,2019年06月02日,"6月2日白天,保定、廊坊以北地区多云间阴有雷阵雨,雷雨时局地伴有短时大风、冰雹、短时强降水等强对流天气,其他地区多云。 2日夜间到3日,张家口、承德、唐山北...",http://hebei.hebnews.cn/2019-06/02/content_7411574.htm?spm=0.0.0.0.wPMYUD
杭州下周气温飙至36℃!高考、端午节天气有变化!梅雨要来了吗?,浙江在线,2019年06月02日,"下周杭州的天气整体上来看是晴多雨少,降雨主要出现在6月5日夜里到6月6日。... 下周杭州的天气整体上来看是晴多雨少,降雨主要出现在6月5日夜里到6月6日。 6...",http://cs.zjol.com.cn/zjbd/hz16503/201906/t20190602_10253633.shtml
最新天气:05月26日12时天气预报,中国天气网,2019年05月26日,"今天下午到夜里,黄河以北和开封、商丘、信阳三地区多云间阴天,部分地区有分散性阵雨、雷阵雨,局地伴有雷暴大风、短时强降水等强对流天气;其它地区多云。今天下午,...",http://www.weather.com.cn/henan/tqyw/05/3195121.shtml
27-29日广东将有大范围强降水天气 已进入“龙舟水”时节 需做好...,中国天气网,2019年05月25日,"中国天气网讯24日到25日早晨,粤西、珠江三角洲和粤北部分市县出现了中到大雨局部暴雨,其中茂名、阳江、江门部分地区出现了暴雨到大暴雨局部特大暴雨,其余市县阴天间...",http://www.weather.com.cn/guangdong/syxw/05/3194855.shtml
天气,新京报网,2019年05月21日,"今天天气:13℃至31℃,晴间多云,偏北风3、4(阵风6级)级转2级... 今天天气:13℃至31℃,晴间多云,偏北风3、4(阵风6级)级转2级92 一天 一周 一月 ...",http://www.bjnews.com.cn/feature/2019/05/21/581300.html
节日快乐!好天气陪四川的大朋友小朋友过六一,四川在线,2019年06月01日,"过节遇上这么好的天气,估计大小朋友们都已经按捺不住激动的心情了,那就赶紧、收拾收拾出门咯—— 哎～最好带把伞哟!中午至少30℃的温度,就算你们高兴得忘了“热...",https://sichuan.scol.com.cn/ggxw/201906/56991306.html
"34℃!强势升温!儿童节江西很清凉,端午节天气竟是...",澎湃新闻,2019年06月01日,今天是六一国际儿童节 在这里先祝贺 各位大朋友小朋友 节日快乐! 在这欢乐的日子里 江西天气这孩子也熊了一把 前两天的我还是这样的 这两天就变成了这样 太阳公公,http://www.thepaper.cn/newsDetail_forward_3590253
重庆天气:各地多云天气为主 明日降雨重新来袭,东方网,2019年05月22日,"5月以来,重庆频繁遭遇降雨天气,主城累积日照时数仅29.7小时,创下了自1998年以来最低值。受其影响,今年的栀子花盛花期来得较往年偏晚。重庆市气象台预计,今(22...",http://tianqi.eastday.com/news/57171.html
32℃!34℃!35℃!青岛进入高烤模式!端午天气…,青岛新闻网,2019年06月01日,"看好天气才是正经事 小编替大家看了一下 还好,假期3天 只有第一天有雨, 小问题啦,可以撒丫子玩啦!! 每次预报天气 小编都特忐忑 说了不下怕挨骂 但不说一...",http://news.qingdaonews.com/qingdao/2019-06/01/content_20382449.htm
云南出现大面积干旱天气 橡胶、白糖能否借机攀高?,东方财富期货,2019年05月30日,"【云南出现大面积干旱天气 橡胶、白糖能否借机攀高?】昨日,上海天胶价格出现了较大涨幅,同时郑州白糖期价也伺机而动,一波由云南出现大面积干旱天气而引发的天胶与...","http://futures.eastmoney.com/news/2187,201905301137758172.html"
端午+高考天气预报来了!还有这些事赶紧了解,澎湃新闻,2019年06月04日,"这周高考和端午假期将一起来临,天气怎么样?大家都很关注?下面就马上告诉你! 高考期间 天气闷热、局部有雷雨 根据南海区气象局今天发布的预报,高考(端午)期间我区",http://www.thepaper.cn/newsDetail_forward_3602417
